age,attrition,dept,education,gender,job_role,isMarried,monthly_income,companies_worked,OverTime,working_years,year_at_company,years_in_current_pos,last_year_promoted,years_with_current_manager
31,No,Research & Development,4,Male,Research Scientist,Married,2356,3,Yes,8,6,4,0,2
29,Yes,Sales,3,Female,Sales Representative,Divorced,2800,6,Yes,5,3,2,0,2
53,No,Sales,3,Male,Sales Executive,Married,11836,5,No,28,2,0,2,2
35,No,Research & Development,3,Male,Manufacturing Director,Married,10903,3,No,16,13,10,4,8
37,No,Sales,2,Female,Sales Representative,Married,2973,5,No,10,5,4,0,0
53,No,Research & Development,4,Female,Research Director,Single,14275,6,No,33,12,9,3,8
43,No,Research & Development,3,Female,Healthcare Representative,Married,5562,4,No,12,5,2,2,2
47,No,Sales,2,Female,Sales Executive,Married,4537,0,Yes,8,7,6,7,7
37,No,Sales,2,Male,Sales Executive,Single,7642,1,Yes,10,10,0,0,9
50,No,Research & Development,4,Male,Manager,Divorced,17924,1,No,31,31,6,14,7
39,No,Human Resources,3,Female,Human Resources,Married,5204,8,No,13,5,4,0,4
33,No,Human Resources,2,Male,Human Resources,Divorced,2277,3,Yes,7,4,3,0,3
32,Yes,Research & Development,4,Male,Laboratory Technician,Single,2795,1,Yes,1,1,0,0,1
29,No,Research & Development,1,Female,Laboratory Technician,Divorced,2532,6,No,8,4,3,0,3
44,No,Research & Development,2,Male,Research Scientist,Married,2559,1,Yes,8,8,7,7,1
28,No,Sales,4,Male,Sales Executive,Single,4908,1,No,4,4,2,0,2
58,Yes,Research & Development,1,Male,Laboratory Technician,Divorced,2380,9,Yes,3,1,0,0,0
43,No,Research & Development,3,Female,Manufacturing Director,Divorced,4765,4,No,4,1,0,0,0
20,Yes,Sales,3,Female,Sales Representative,Single,2044,1,No,2,2,2,0,2
21,Yes,Research & Development,1,Female,Research Scientist,Single,2693,1,No,1,1,0,0,0
36,No,Research & Development,1,Male,Healthcare Representative,Married,6586,0,Yes,17,16,8,4,11
47,No,Sales,4,Female,Sales Representative,Single,3294,1,Yes,3,3,2,1,2
22,Yes,Research & Development,1,Female,Manufacturing Director,Married,4171,0,Yes,4,3,2,0,2
41,Yes,Research & Development,4,Female,Laboratory Technician,Divorced,2778,4,Yes,10,7,7,1,0
28,No,Research & Development,3,Female,Research Scientist,Divorced,2377,5,No,6,2,2,2,2
39,Yes,Research & Development,3,Male,Laboratory Technician,Married,2404,7,Yes,8,2,2,2,2
27,No,Research & Development,3,Female,Research Scientist,Single,2318,1,No,1,1,1,0,0
34,No,Research & Development,3,Male,Laboratory Technician,Divorced,2008,1,No,1,1,0,1,0
42,No,Sales,2,Female,Sales Executive,Single,6244,7,No,10,5,4,0,3
33,No,Research & Development,4,Male,Research Scientist,Single,2799,3,Yes,6,3,2,0,2
58,No,Research & Development,3,Female,Healthcare Representative,Divorced,10552,2,Yes,24,6,0,0,4
31,No,Sales,4,Male,Sales Representative,Married,2329,3,No,13,7,7,5,2
35,No,Research & Development,1,Female,Healthcare Representative,Married,4014,1,Yes,10,10,6,0,7
49,No,Research & Development,2,Female,Laboratory Technician,Married,7403,4,No,29,26,9,1,7
48,No,Research & Development,4,Male,Research Scientist,Married,2259,4,No,13,0,0,0,0
31,No,Sales,2,Female,Sales Executive,Married,6932,1,No,9,9,8,0,0
36,No,Research & Development,4,Male,Research Scientist,Single,4678,2,No,8,6,2,0,1
38,No,Research & Development,3,Female,Research Director,Married,13582,1,No,15,15,12,5,11
32,No,Research & Development,3,Female,Laboratory Technician,Married,2332,6,No,5,3,0,0,2
25,Yes,Sales,2,Male,Sales Representative,Married,2413,1,Yes,1,1,0,0,0
40,No,Sales,4,Male,Sales Executive,Divorced,9705,2,No,11,1,0,0,0
26,No,Sales,3,Male,Sales Executive,Single,4294,1,No,7,7,7,0,7
41,No,Research & Development,3,Male,Laboratory Technician,Single,4721,2,Yes,20,18,13,2,17
36,No,Research & Development,4,Male,Laboratory Technician,Single,2519,4,No,16,11,8,3,9
19,Yes,Sales,3,Male,Sales Representative,Single,2121,1,Yes,1,1,0,0,0
20,Yes,Research & Development,3,Male,Laboratory Technician,Single,2973,1,No,1,1,0,0,0
31,No,Research & Development,3,Female,Healthcare Representative,Married,5855,0,Yes,10,9,7,8,5
40,No,Research & Development,4,Male,Research Scientist,Divorced,3617,8,Yes,3,1,1,0,0
32,No,Research & Development,4,Female,Manufacturing Director,Married,6725,1,No,8,8,7,6,3
36,Yes,Sales,1,Male,Sales Executive,Married,10325,1,Yes,16,16,7,3,7
33,No,Research & Development,3,Female,Healthcare Representative,Single,6949,0,No,6,5,0,1,4
37,Yes,Sales,4,Male,Sales Executive,Married,10609,5,No,17,14,1,11,7
45,No,Research & Development,2,Male,Laboratory Technician,Married,4447,1,No,9,9,7,0,8
29,No,Sales,3,Female,Sales Representative,Married,2157,1,No,3,3,1,0,2
35,No,Sales,3,Female,Sales Executive,Married,4601,1,No,5,5,2,1,0
52,No,Research & Development,2,Male,Manager,Married,17099,2,No,26,9,8,7,8
58,Yes,Research & Development,3,Male,Research Scientist,Single,2479,4,No,7,1,0,0,0
53,No,Sales,2,Male,Manager,Divorced,14852,6,No,22,17,13,15,2
30,No,Sales,2,Male,Sales Executive,Divorced,7264,5,No,10,8,4,7,7
38,No,Sales,3,Female,Sales Executive,Single,5666,1,Yes,6,5,3,1,3
35,No,Sales,4,Male,Sales Executive,Divorced,7823,6,No,12,10,9,0,8
39,No,Sales,5,Male,Sales Executive,Single,7880,0,No,9,8,7,0,7
40,Yes,Sales,3,Female,Sales Executive,Single,13194,4,Yes,22,1,0,0,0
47,No,Research & Development,4,Male,Manufacturing Director,Divorced,5067,1,Yes,20,19,10,2,7
36,No,Sales,4,Male,Sales Executive,Divorced,5079,4,No,12,7,7,0,7
31,Yes,Research & Development,2,Male,Research Scientist,Single,2321,0,Yes,4,3,2,1,2
33,No,Sales,3,Male,Manager,Single,17444,1,No,10,10,8,6,0
29,Yes,Research & Development,3,Female,Research Scientist,Single,2404,6,Yes,3,0,0,0,0
33,No,Research & Development,1,Female,Research Scientist,Single,3452,3,No,5,3,2,0,2
45,No,Research & Development,4,Female,Laboratory Technician,Divorced,2270,3,No,8,5,3,0,2
50,No,Research & Development,2,Male,Research Director,Divorced,17399,9,No,32,5,4,1,3
33,No,Research & Development,4,Female,Healthcare Representative,Married,5488,1,Yes,6,6,5,1,2
41,No,Research & Development,3,Male,Research Director,Divorced,19419,2,No,21,18,16,0,11
27,No,Research & Development,4,Female,Laboratory Technician,Married,2811,9,No,4,2,2,2,2
45,No,Research & Development,2,Male,Laboratory Technician,Married,3633,1,Yes,9,9,8,0,8
47,No,Sales,2,Female,Sales Executive,Single,4163,1,Yes,9,9,0,0,7
30,Yes,Research & Development,3,Female,Research Scientist,Married,2132,4,Yes,7,5,2,0,1
50,No,Research & Development,3,Male,Manufacturing Director,Married,13973,3,Yes,22,12,11,1,5
38,No,Research & Development,1,Male,Research Scientist,Married,2684,0,No,3,2,1,0,2
46,No,Research & Development,2,Male,Manufacturing Director,Divorced,10845,6,No,13,8,7,0,7
24,No,Research & Development,1,Female,Manufacturing Director,Divorced,4377,1,No,5,4,2,3,2
35,Yes,Research & Development,4,Male,Laboratory Technician,Divorced,3743,1,Yes,5,4,2,0,2
31,No,Research & Development,1,Female,Manufacturing Director,Married,4148,1,No,4,4,3,0,3
18,No,Research & Development,2,Male,Research Scientist,Single,1051,1,No,0,0,0,0,0
54,No,Research & Development,3,Female,Manufacturing Director,Married,10739,8,No,22,10,7,0,8
35,No,Research & Development,4,Female,Healthcare Representative,Divorced,10388,1,Yes,16,16,10,10,1
30,No,Research & Development,2,Female,Research Director,Married,11416,0,Yes,9,8,7,1,7
20,Yes,Research & Development,3,Female,Research Scientist,Single,2600,1,Yes,1,1,0,0,0
30,Yes,Research & Development,3,Female,Laboratory Technician,Single,2422,0,No,4,3,2,1,2
26,No,Research & Development,2,Male,Manufacturing Director,Married,5472,1,No,8,8,7,1,3
22,No,Research & Development,1,Male,Laboratory Technician,Married,2451,1,No,4,4,3,1,1
48,No,Research & Development,3,Male,Healthcare Representative,Single,4240,2,No,19,2,2,2,2
48,No,Research & Development,4,Male,Healthcare Representative,Single,10999,7,No,27,15,11,4,8
41,No,Research & Development,2,Female,Manufacturing Director,Single,5003,6,No,8,2,2,2,1
39,No,Research & Development,1,Female,Manufacturing Director,Married,12742,1,No,21,21,6,11,8
27,No,Research & Development,4,Female,Manufacturing Director,Married,4227,0,No,4,3,2,2,2
35,No,Research & Development,3,Male,Laboratory Technician,Divorced,3917,1,No,3,3,2,1,2
42,No,Sales,2,Male,Manager,Married,18303,6,No,21,1,0,0,0
50,No,Research & Development,3,Male,Laboratory Technician,Married,2380,4,No,8,1,0,0,0
59,No,Research & Development,3,Female,Manufacturing Director,Single,13726,3,Yes,30,5,3,4,3
37,Yes,Research & Development,2,Female,Healthcare Representative,Married,4777,5,No,15,1,0,0,0
55,No,Research & Development,4,Male,Healthcare Representative,Married,6385,3,Yes,17,8,7,6,7
41,No,Research & Development,1,Female,Research Director,Divorced,19973,1,No,21,21,16,5,10
38,No,Sales,4,Male,Sales Executive,Single,6861,8,Yes,19,1,0,0,0
26,Yes,Sales,2,Male,Sales Executive,Single,4969,8,No,7,2,2,2,2
52,Yes,Sales,1,Female,Manager,Married,19845,1,No,33,32,14,6,9
44,No,Sales,3,Female,Sales Executive,Married,13320,3,Yes,23,12,11,11,11
50,No,Sales,3,Female,Sales Executive,Married,6347,0,No,19,18,7,0,13
36,Yes,Research & Development,4,Female,Laboratory Technician,Single,2743,1,No,18,17,13,15,14
39,No,Research & Development,3,Female,Manufacturing Director,Single,10880,1,Yes,21,21,6,2,8
33,No,Sales,1,Female,Sales Representative,Single,2342,0,No,3,2,2,2,2
45,No,Sales,2,Female,Manager,Married,17650,3,No,26,9,3,1,1
32,No,Research & Development,4,Female,Laboratory Technician,Single,4025,9,No,10,8,7,7,7
34,No,Sales,4,Male,Sales Executive,Divorced,9725,0,No,16,15,1,0,9
59,No,Sales,2,Male,Manager,Married,11904,3,Yes,14,6,4,0,4
45,No,Human Resources,4,Male,Human Resources,Single,2177,1,No,6,6,3,0,4
53,No,Sales,3,Female,Sales Executive,Married,7525,2,No,30,15,7,6,12
36,Yes,Research & Development,3,Male,Laboratory Technician,Divorced,4834,7,No,9,1,0,0,0
26,Yes,Research & Development,3,Male,Research Scientist,Married,2042,6,Yes,6,3,2,1,2
34,No,Sales,4,Female,Sales Representative,Married,2220,1,Yes,1,1,1,0,0
28,No,Sales,1,Male,Sales Representative,Married,1052,1,No,1,1,0,0,0
38,No,Research & Development,4,Male,Research Scientist,Married,2821,3,No,8,2,2,2,2
50,No,Research & Development,4,Male,Research Director,Married,19237,2,Yes,29,8,1,7,7
37,No,Research & Development,3,Female,Healthcare Representative,Single,4107,3,No,8,4,3,0,1
40,No,Sales,3,Male,Sales Executive,Married,8396,1,No,8,7,7,7,5
26,No,Research & Development,1,Female,Research Scientist,Divorced,2007,1,No,5,5,3,1,3
46,No,Research & Development,4,Male,Research Director,Divorced,19627,9,No,23,2,2,2,2
54,No,Sales,4,Female,Sales Executive,Married,10686,6,No,13,9,4,7,0
56,No,Research & Development,3,Female,Research Scientist,Married,2942,2,No,18,5,4,0,3
36,No,Research & Development,5,Female,Manufacturing Director,Single,8858,0,No,15,14,8,7,8
55,No,Research & Development,1,Male,Manager,Single,16756,7,No,31,9,7,6,2
43,No,Sales,3,Male,Sales Executive,Divorced,10798,5,No,18,1,0,0,0
20,Yes,Sales,3,Female,Sales Representative,Single,2323,1,Yes,2,2,2,0,2
21,Yes,Research & Development,3,Female,Laboratory Technician,Single,1416,1,No,1,1,0,1,0
46,No,Research & Development,4,Female,Research Scientist,Divorced,4615,8,Yes,19,16,13,1,7
51,Yes,Research & Development,4,Male,Research Scientist,Married,2461,9,Yes,18,10,0,2,7
28,Yes,Research & Development,2,Male,Healthcare Representative,Single,8722,1,No,10,10,7,1,9
26,No,Research & Development,2,Male,Laboratory Technician,Married,3955,1,No,6,5,3,1,3
30,No,Research & Development,3,Male,Manufacturing Director,Married,9957,0,No,7,6,2,0,2
41,No,Research & Development,2,Female,Research Scientist,Married,3376,1,No,10,10,6,0,8
38,No,Research & Development,1,Female,Healthcare Representative,Married,8823,0,No,20,19,9,1,9
40,No,Research & Development,4,Male,Healthcare Representative,Married,10322,4,No,14,11,10,11,1
27,No,Research & Development,5,Male,Laboratory Technician,Married,4621,1,No,3,3,2,1,2
55,No,Research & Development,1,Male,Manufacturing Director,Married,10976,3,No,23,3,2,1,2
28,No,Research & Development,3,Female,Research Scientist,Single,3660,3,No,10,8,7,1,7
44,Yes,Human Resources,2,Male,Human Resources,Married,10482,9,No,24,20,6,3,6
33,No,Research & Development,3,Male,Healthcare Representative,Divorced,7119,4,No,9,3,2,1,2
35,Yes,Sales,3,Male,Sales Executive,Single,9582,0,Yes,9,8,7,4,7
33,Yes,Research & Development,4,Female,Research Scientist,Single,4508,1,No,14,13,7,3,8
28,No,Research & Development,2,Male,Laboratory Technician,Divorced,2207,1,No,4,4,2,2,2
34,No,Research & Development,1,Male,Healthcare Representative,Single,7756,0,No,7,6,2,0,4
37,No,Sales,4,Female,Sales Executive,Divorced,6694,2,Yes,8,1,0,0,0
25,Yes,Research & Development,1,Male,Laboratory Technician,Married,3691,1,Yes,7,7,7,5,6
26,Yes,Research & Development,3,Male,Laboratory Technician,Divorced,2377,1,No,1,1,1,0,0
33,Yes,Research & Development,3,Male,Research Scientist,Single,2313,4,Yes,5,2,2,2,2
42,No,Research & Development,2,Male,Manager,Married,17665,0,No,23,22,6,13,7
28,Yes,Research & Development,3,Male,Laboratory Technician,Divorced,2596,1,No,1,1,0,0,0
50,Yes,Sales,4,Male,Sales Executive,Single,4728,3,Yes,5,0,0,0,0
33,No,Sales,3,Female,Sales Executive,Married,4302,0,No,4,3,2,0,2
34,No,Research & Development,4,Male,Research Scientist,Married,2979,3,No,6,0,0,0,0
48,No,Research & Development,4,Male,Manager,Single,16885,2,No,27,5,4,2,1
45,No,Sales,4,Female,Sales Executive,Married,5593,1,No,15,15,10,4,12
52,No,Research & Development,4,Male,Healthcare Representative,Single,10445,7,No,18,8,6,4,0
38,No,Sales,4,Male,Sales Executive,Divorced,8740,0,Yes,9,8,7,2,7
29,No,Research & Development,4,Female,Research Scientist,Divorced,2514,4,No,11,7,5,1,7
28,No,Research & Development,3,Female,Manufacturing Director,Divorced,7655,0,No,10,9,7,1,7
46,No,Sales,1,Male,Manager,Married,17465,3,No,23,12,9,4,9
38,No,Sales,2,Male,Sales Executive,Single,7351,7,No,10,1,0,0,0
43,No,Research & Development,3,Female,Manufacturing Director,Married,10820,8,No,18,8,7,0,1
39,Yes,Research & Development,3,Male,Healthcare Representative,Divorced,12169,7,No,21,18,7,11,5
40,No,Research & Development,3,Male,Research Director,Single,19626,1,No,21,20,7,4,9
21,No,Research & Development,1,Female,Research Scientist,Single,2070,1,Yes,2,2,2,2,2
39,No,Research & Development,3,Male,Laboratory Technician,Single,6782,9,No,9,5,4,0,3
36,No,Research & Development,4,Male,Manufacturing Director,Single,7779,2,No,18,11,9,0,9
31,No,Sales,3,Male,Sales Representative,Married,2791,0,No,3,2,2,2,2
28,No,Research & Development,1,Male,Research Scientist,Married,3201,0,No,6,5,3,0,4
35,No,Sales,2,Male,Sales Executive,Divorced,4968,1,No,5,5,2,0,2
49,No,Sales,4,Male,Sales Executive,Married,13120,6,No,22,9,8,2,3
34,No,Research & Development,2,Male,Manufacturing Director,Single,4033,2,No,5,3,2,0,2
29,No,Research & Development,3,Female,Research Scientist,Divorced,3291,0,No,8,7,5,1,1
42,No,Research & Development,3,Male,Laboratory Technician,Single,4272,4,No,16,1,0,0,0
29,No,Research & Development,1,Male,Manufacturing Director,Married,5056,1,Yes,10,10,7,1,2
38,No,Human Resources,3,Male,Human Resources,Married,2844,1,No,7,7,6,5,0
28,No,Research & Development,3,Male,Research Scientist,Divorced,2703,1,Yes,3,3,1,0,2
18,Yes,Research & Development,1,Male,Laboratory Technician,Single,1904,1,No,0,0,0,0,0
33,Yes,Sales,4,Female,Sales Executive,Single,8224,0,Yes,6,5,2,0,3
41,No,Research & Development,4,Male,Laboratory Technician,Married,4766,3,Yes,6,1,0,0,0
31,Yes,Research & Development,3,Male,Laboratory Technician,Married,2610,1,No,2,2,2,2,2
37,No,Research & Development,2,Female,Healthcare Representative,Divorced,5731,7,No,9,6,2,1,3
27,No,Research & Development,3,Male,Research Scientist,Married,2539,1,No,4,4,2,2,2
34,No,Sales,1,Female,Sales Executive,Married,5714,1,No,6,6,5,1,3
35,No,Human Resources,4,Male,Human Resources,Single,4323,1,No,6,5,4,1,4
29,Yes,Sales,1,Female,Sales Executive,Married,7336,1,No,11,11,8,3,10
40,No,Research & Development,4,Female,Research Director,Single,13499,9,No,20,18,7,2,13
42,Yes,Sales,3,Male,Sales Executive,Single,13758,0,Yes,22,21,9,13,14
42,No,Sales,4,Male,Sales Executive,Single,5155,7,No,9,6,4,1,5
35,No,Research & Development,4,Male,Laboratory Technician,Married,2258,6,No,10,8,0,1,7
24,No,Research & Development,3,Male,Laboratory Technician,Single,3597,8,No,6,4,3,1,2
28,Yes,Research & Development,1,Female,Laboratory Technician,Married,2515,1,Yes,1,1,1,0,0
26,No,Research & Development,4,Male,Laboratory Technician,Married,4420,1,No,8,8,7,0,7
30,No,Sales,3,Male,Sales Executive,Married,6578,1,No,10,10,3,1,4
40,No,Research & Development,2,Female,Research Scientist,Married,4422,3,Yes,16,1,1,0,0
35,No,Research & Development,3,Male,Manufacturing Director,Divorced,10274,2,No,15,7,7,6,4
34,No,Research & Development,3,Male,Healthcare Representative,Single,5343,0,No,14,13,9,4,9
35,No,Research & Development,4,Male,Laboratory Technician,Married,2376,1,No,2,2,2,2,2
43,Yes,Sales,3,Female,Sales Executive,Single,5346,8,No,7,4,3,1,3
32,No,Sales,1,Female,Sales Representative,Divorced,2827,1,No,1,1,0,0,0
56,No,Research & Development,4,Female,Manager,Divorced,19943,4,No,28,5,2,4,2
29,No,Research & Development,1,Female,Laboratory Technician,Married,3131,1,No,10,10,8,0,8
19,No,Research & Development,2,Male,Research Scientist,Single,2552,1,No,1,1,1,0,0
45,No,Research & Development,3,Female,Research Scientist,Married,4477,4,Yes,7,3,2,0,2
37,No,Research & Development,3,Female,Manufacturing Director,Married,6474,1,No,14,14,8,3,11
20,No,Research & Development,3,Male,Laboratory Technician,Single,3033,1,No,2,2,2,1,2
44,Yes,Research & Development,4,Male,Research Scientist,Single,2936,1,Yes,6,6,4,0,2
53,No,Research & Development,2,Female,Manager,Divorced,18606,3,No,26,7,7,4,7
29,No,Research & Development,1,Female,Research Scientist,Married,2168,0,Yes,6,5,4,1,3
22,Yes,Research & Development,4,Male,Research Scientist,Married,2853,0,Yes,1,0,0,0,0
46,No,Sales,3,Female,Manager,Married,17048,8,No,28,26,15,15,9
44,No,Research & Development,3,Male,Research Scientist,Single,2290,2,No,6,0,0,0,0
33,No,Human Resources,3,Male,Human Resources,Married,3600,1,No,5,5,4,1,4
41,Yes,Research & Development,2,Male,Research Scientist,Divorced,2107,6,No,5,1,0,0,0
30,No,Sales,4,Male,Sales Executive,Divorced,4115,8,No,8,4,3,0,3
40,No,Sales,4,Male,Sales Executive,Married,4327,5,No,5,0,0,0,0
50,No,Research & Development,3,Female,Manager,Married,17856,2,No,32,2,2,2,2
28,No,Research & Development,4,Male,Laboratory Technician,Married,3196,1,No,6,6,5,3,3
46,No,Research & Development,2,Male,Research Director,Married,19081,5,No,25,4,2,0,3
35,No,Sales,4,Male,Sales Executive,Married,8966,3,Yes,15,7,7,1,7
24,Yes,Research & Development,2,Female,Laboratory Technician,Married,2210,1,No,1,1,0,0,0
33,No,Sales,3,Female,Sales Executive,Married,4539,1,No,10,10,7,0,1
36,No,Research & Development,4,Male,Laboratory Technician,Divorced,2741,1,No,7,7,7,1,7
30,No,Research & Development,4,Male,Laboratory Technician,Divorced,3491,1,No,10,10,7,8,9
44,No,Research & Development,4,Male,Research Scientist,Single,4541,1,No,20,20,11,13,17
20,No,Sales,3,Male,Sales Representative,Single,2678,1,No,2,2,1,2,2
46,No,Research & Development,4,Male,Manufacturing Director,Divorced,7379,2,No,12,6,3,1,4
42,No,Human Resources,5,Male,Human Resources,Married,6272,7,No,10,4,3,0,3
60,No,Sales,4,Male,Sales Executive,Divorced,5220,0,Yes,12,11,7,1,9
32,No,Research & Development,3,Female,Laboratory Technician,Married,2743,1,No,2,2,2,2,2
32,No,Research & Development,2,Female,Research Scientist,Single,4998,4,Yes,10,8,7,0,7
36,No,Research & Development,3,Female,Manufacturing Director,Divorced,10252,2,Yes,17,7,7,7,7
33,No,Research & Development,3,Male,Research Scientist,Married,2781,0,No,15,14,10,4,10
40,No,Sales,3,Female,Sales Executive,Divorced,6852,7,No,7,5,1,1,3
25,No,Sales,4,Male,Sales Executive,Single,4950,0,No,5,4,3,1,1
30,No,Research & Development,3,Male,Research Scientist,Married,3579,0,Yes,12,11,9,5,7
42,No,Research & Development,5,Female,Research Director,Married,13191,3,Yes,20,1,0,0,0
35,No,Sales,2,Female,Sales Executive,Married,10377,4,Yes,16,13,2,4,12
27,No,Research & Development,3,Male,Research Scientist,Married,2235,1,Yes,9,9,7,6,8
54,No,Research & Development,4,Female,Manufacturing Director,Divorced,10502,7,No,33,5,4,1,4
44,No,Research & Development,1,Female,Research Scientist,Married,2011,1,No,10,10,5,7,7
19,Yes,Research & Development,3,Female,Research Scientist,Single,1859,1,Yes,1,1,1,0,0
29,No,Research & Development,3,Female,Research Scientist,Divorced,3760,1,No,3,3,2,1,2
54,No,Research & Development,3,Male,Research Director,Married,17779,3,No,36,10,9,0,9
31,No,Research & Development,2,Male,Healthcare Representative,Married,6833,1,Yes,6,6,5,0,1
31,No,Research & Development,3,Female,Healthcare Representative,Single,6812,1,No,10,10,9,1,8
59,No,Sales,3,Female,Sales Executive,Single,5171,5,No,13,6,1,0,5
43,No,Research & Development,3,Male,Research Director,Married,19740,3,No,25,8,7,0,7
49,No,Research & Development,2,Male,Manager,Married,18711,2,No,23,1,0,0,0
36,No,Research & Development,3,Male,Research Scientist,Married,3692,1,No,12,11,10,0,7
48,No,Research & Development,2,Male,Laboratory Technician,Single,2559,5,No,7,1,0,0,0
27,No,Research & Development,2,Male,Research Scientist,Divorced,2517,1,No,5,5,3,0,3
29,No,Research & Development,3,Male,Healthcare Representative,Divorced,6623,1,Yes,6,6,0,1,0
48,No,Research & Development,3,Male,Research Director,Single,18265,6,No,25,1,0,0,0
29,No,Research & Development,3,Female,Research Director,Divorced,16124,3,No,9,7,7,1,7
34,No,Research & Development,3,Female,Research Scientist,Married,2585,0,No,2,1,0,0,0
44,No,Sales,3,Male,Manager,Married,18213,7,No,26,22,9,3,10
33,No,Sales,5,Male,Sales Executive,Divorced,8380,0,Yes,10,9,8,0,8
19,No,Research & Development,3,Female,Research Scientist,Single,2994,1,Yes,1,1,0,0,1
23,No,Research & Development,2,Male,Research Scientist,Married,1223,1,No,1,1,0,0,1
25,Yes,Sales,1,Male,Sales Representative,Single,1118,1,Yes,1,1,0,1,0
26,No,Research & Development,2,Male,Research Scientist,Single,2875,1,Yes,8,8,5,2,2
45,Yes,Sales,3,Female,Manager,Single,18824,2,Yes,26,24,10,1,11
55,No,Research & Development,1,Male,Healthcare Representative,Divorced,13577,1,Yes,34,33,9,15,0
21,Yes,Research & Development,2,Female,Laboratory Technician,Single,2625,1,No,2,2,2,2,2
46,No,Sales,2,Female,Manager,Married,18789,2,No,26,11,4,0,8
34,No,Sales,3,Female,Sales Executive,Single,4538,0,Yes,4,3,2,0,2
51,No,Sales,3,Male,Manager,Divorced,19847,4,Yes,31,29,10,11,10
59,No,Research & Development,4,Male,Manufacturing Director,Single,10512,6,No,25,9,7,5,4
34,No,Research & Development,3,Female,Laboratory Technician,Divorced,4444,4,No,15,11,8,5,10
28,No,Research & Development,4,Male,Laboratory Technician,Single,2154,0,Yes,5,4,2,0,2
44,No,Research & Development,2,Male,Manager,Divorced,19190,1,No,26,25,9,14,13
34,No,Human Resources,3,Male,Human Resources,Married,4490,4,No,14,10,9,1,8
35,No,Research & Development,1,Male,Research Scientist,Married,3506,0,Yes,4,3,2,2,2
42,No,Research & Development,4,Female,Research Scientist,Married,2372,6,Yes,18,1,0,0,0
43,No,Sales,4,Female,Sales Executive,Single,10231,3,No,23,21,7,15,17
36,No,Research & Development,4,Female,Manufacturing Director,Single,5410,9,Yes,18,16,14,5,12
44,Yes,Research & Development,3,Female,Healthcare Representative,Married,7978,1,No,10,10,7,0,5
28,No,Research & Development,3,Male,Laboratory Technician,Married,3867,1,Yes,2,2,2,2,2
51,No,Research & Development,2,Female,Laboratory Technician,Single,2838,0,No,8,7,0,7,7
30,No,Research & Development,2,Female,Manufacturing Director,Single,4695,7,Yes,10,8,4,1,7
29,Yes,Research & Development,3,Female,Laboratory Technician,Divorced,3339,3,Yes,10,7,7,7,7
28,No,Research & Development,3,Male,Research Scientist,Single,2080,2,No,5,3,2,1,2
25,No,Research & Development,3,Female,Research Scientist,Single,2096,1,No,2,2,2,2,1
32,No,Sales,3,Male,Sales Executive,Married,6209,1,No,10,10,7,0,8
45,No,Research & Development,3,Female,Manager,Single,18061,3,No,22,0,0,0,0
39,No,Research & Development,4,Female,Manager,Divorced,17123,6,Yes,21,19,9,15,2
58,No,Research & Development,4,Male,Research Scientist,Divorced,2372,1,No,2,2,2,2,2
32,Yes,Research & Development,2,Male,Laboratory Technician,Married,4883,1,No,10,10,4,1,1
39,Yes,Research & Development,3,Male,Research Scientist,Single,3904,0,No,6,5,2,0,3
30,No,Research & Development,3,Female,Laboratory Technician,Married,4627,0,No,10,9,2,6,7
36,No,Research & Development,4,Female,Healthcare Representative,Married,7094,3,No,10,7,7,1,7
46,No,Human Resources,2,Female,Human Resources,Single,3423,6,No,10,7,6,5,7
28,No,Research & Development,3,Female,Laboratory Technician,Married,6674,0,No,10,9,8,7,5
50,No,Research & Development,3,Female,Research Director,Married,16880,4,Yes,25,3,2,1,2
40,Yes,Sales,4,Male,Sales Executive,Single,9094,2,Yes,9,5,4,1,0
52,Yes,Sales,3,Male,Sales Executive,Single,8446,9,Yes,10,8,7,7,7
30,No,Research & Development,4,Female,Manager,Married,11916,1,Yes,9,9,1,0,8
39,No,Research & Development,2,Male,Manufacturing Director,Single,4534,0,No,9,8,7,1,7
31,No,Sales,4,Female,Sales Executive,Divorced,9852,1,Yes,10,10,8,9,6
41,No,Sales,2,Male,Sales Executive,Single,6151,1,No,19,19,2,11,9
31,Yes,Sales,3,Female,Sales Representative,Single,2302,1,Yes,3,3,2,2,2
44,Yes,Research & Development,3,Male,Laboratory Technician,Married,2362,4,No,10,3,2,1,2
42,No,Research & Development,1,Male,Manager,Married,17861,0,Yes,21,20,8,2,10
55,No,Research & Development,2,Female,Manager,Married,19187,4,No,23,19,9,9,11
56,No,Human Resources,4,Male,Manager,Single,19717,6,No,36,7,3,7,7
40,No,Research & Development,2,Male,Research Scientist,Divorced,3544,9,No,6,4,2,0,0
34,No,Research & Development,3,Male,Healthcare Representative,Divorced,8500,0,No,10,9,7,1,6
40,No,Research & Development,3,Male,Research Scientist,Single,4661,1,No,9,9,8,8,8
41,No,Sales,3,Female,Sales Executive,Divorced,4103,0,No,10,9,3,1,7
35,No,Research & Development,4,Male,Research Scientist,Single,4249,1,Yes,9,9,6,1,1
51,No,Human Resources,3,Male,Manager,Divorced,14026,1,Yes,33,33,9,0,10
38,No,Sales,2,Female,Sales Executive,Divorced,6893,3,No,11,7,7,1,7
34,No,Sales,2,Female,Sales Executive,Single,6125,1,No,10,10,8,9,6
